가맹점관리,,,,
,,,,
,가맹점명,업종명,전화,가맹점주소
,코코옛날통닭,일반대중음식,029305454,서울 노원구 상계로9가길 2 1층
,큰집닭강정 당고개점,한식,07082367949,"서울 노원구 덕릉로 781-1, 1층 （상계동）"
,탑스타 치킨 （당고개점）,일반대중음식,029321882,"서울 노원구 덕릉로 849, 1층 코너 （상계동）"
,투핫,일반대중음식,0211131111,서울 노원구 덕릉로86길 21 1층
,파리공릉역점,제과점,029488204,서울 노원구 공릉1동 567-5
,파리바게뜨,제과점,029420010,"서울 노원구 석계로7길 18, 1층 （월계동）"
,파리바게뜨,제과점,029354346,서울 노원구 상계동 670-2번지 주공9단지상가 106호 107호
,파리바게뜨,제과점,029938885,서울 노원구 월계2동 562번지 월계아파트형공장상가 2-4 2-5 2-7
,파리바게뜨 （석계점）,제과점,022341111,"서울 노원구 마들로 31 상가동 107,108,148호"
,파리바게뜨 （화랑대역점）,제과점,029480960,서울 노원구 노원로1길 74 （공릉동）
,파리바게뜨 당고개점,제과점,029300609,서울 노원구 상계동 101-37 성진빌딩 1층 （1-1호）
,파리바게뜨 마들역점,제과점,0220402384,"서울 노원구 동일로 1545, 현대골드씨티 1층 101 102호 （상계동）"
,파리바게뜨 상계보람점,제과점,029360936,"서울 노원구 한글비석로 463 104호,105호,202호 （상계동）"
,파리바게뜨 상계역점,제과점,0233926370,"서울 노원구 한글비석로 384, 상가동 111 （중계동, 대호아파트）"
,파리바게뜨 상계중앙점,제과점,0211121111,서울 노원구 동일로 1596 지상1층
,파리바게뜨 성북점,제과점,029134696,"서울 노원구 석계로 95, 10호 78 （월계동, 성북빌딩）"
,파리바게뜨 수락리버시티,제과점,029392968,"서울 노원구 누원로 22 103-1,104"
,파리바게뜨 수락산역점,제과점,029368204,"서울 노원구 동일로 1677, 64호 （상계동, 제성빌딩）"
,파리바게뜨 월계미성,제과점,029738201,"서울 노원구 마들로 59, 1층 105호 미상상가 지 5호 （월계동, 월계미성아파트）"
,파리바게뜨 월계사슴점,제과점,029710082,서울 노원구 월계4동 321-2번지 희성프라자 1층 109호
,파리바게뜨 중계건영점,제과점,029718488,서울 노원구 동일로 1308 1층 102호
,파리바게뜨 하계미성점,제과점,029718220,"서울 노원구 공릉로59길 18 105동 1층 105호 106（하계동, 삼성시티빌）"
,파리바게뜨（상계본점）,제과점,029319050,서울 노원구 한글비석로15길 3 （중계동）
,파리바게뜨（중계대림점）,제과점,029308204,서울 노원구 덕릉로73길 12 （중계동）
,파리바게뜨（중계본동）,제과점,0233922256,서울 노원구 중계로14길 28 （중계동）
,파리바게뜨（하계벽산）,제과점,029170071,"서울 노원구 섬밭로 229 （하계동,벽산상가106호,107호,109-1호"
,파리바게뜨-배송비,제과점,029787070,서울 노원구 중계2동 506번지 브라운스톤 중계상가 187호
,파리바게뜨노원중앙점,제과점,029380089,서울 노원구 상계7동 724-3번지 고려빌딩 101호 103호
,파리바게뜨상계백병원점,제과점,029313113,"서울 노원구 동일로 1356 113,114호（상계동,4단지상가）"
,파리바게뜨중계동점,제과점,029787070,"서울 노원구 동일로203가길 29, 브라운스톤중계상가 187 （중계동）"
,파리바게뜨중계무지개점,제과점,029793344,서울 노원구 동일로 1280 1층 101호
,팬더 짜장마당,중식,029174567,서울 노원구 석계로9길 33 1층
,피자굽는오빠,양식,029025940,"서울 노원구 초안산로5길 12, 208호 （월계동, 월계프라자）"
,피자보이시나 웰계점,패스트푸드,029497100,서울 노원구 월계로55길 3 상가동110호 （웰계동.사슴아파트）
,피자스쿨,패스트푸드,029720008,서울 노원구 월계3동 320-9번지 사슴2단지상가동 108
,피자스쿨,한식,029521588,"서울 노원구 한글비석로 466, 1층 （상계동）"
,피자스쿨（마들역점）,패스트푸드,0233918282,"서울 노원구 동일로 1538, 주공12단지상가 113호 일부"
,피자애 수락점,양식,029311009,"서울 노원구 수락산로 232, 1층 101호 （상계동, 미네르바빌딩）"
,피자애공릉점,패스트푸드,029791500,"서울 노원구 섬밭로 134, 상가 114동 101호 （공릉동, 풍림아파트）"
,한강,중식,029495247,서울 노원구 상계동 511-2 중계4단지상가 205
,한남마트,할인점/슈퍼마켓,029484141,서울 노원구 하계동 주공9단지상가 지하 256번지
,한솥도시락,일반대중음식,029006110,"서울 노원구 월계로49길 5, 상가 102호 （월계동, 월계주공1단지아파트）"
,향원,중식,029413344,서울 노원구 석계로 27 102호
,현대소비자구판장,식품잡화,029758094,서울 노원구 하계동 256번지 9단지내2상가 105
,호동반점,중식,029309810,서울 노원구 한글비석로49길 63 2층（상계동）
,Narindo （스테비아쿠키）,제과점,021111111,서울 은평구 통일로 907 1층
,PARIS BAGUETTE,일반대중음식,023898280,서울 은평구 통일로 850 1층
,거구성,중식,023737999,서울 은평구 은평터널로 128-2 1층
,거창,중식,023576642,서울 은평구 갈현2동 110-41번지 1층
,경복궁우동냉면,한식,023559038,서울 은평구 통일로 725-1 1층
,골라골라 내맘대로 주먹밥,한식,023870077,서울 은평구 갈현로33길 10-1 1층 （갈현동）
,곱길,한식,023549017,서울 은평구 통일로 909 1층 8호
,공화춘,중식,023549955,서울 은평구 연서로 304 （불광동）
,금문,중식,023513534,"서울 은평구 통일로73길 13, 1층 （대조동）"
,김가네（연신내역점）,한식,023880506,서울 은평구 연서로28길 4-1 （대조동）
,김만우,한식,023520756,서울 은평구 연서로13길 13-1 1층 우측호
,김만우,한식,023839448,"서울 은평구 연서로3길 4, 1층 （역촌동）"
,김밥나라,일반대중음식,023553377,"서울 은평구 은평로 162, 1층 （응암동）"
,김밥사랑,한식,023033310,서울 은평구 증산동 167-1 B동 106호
,김밥사랑,일반대중음식,0211131111,서울 은평구 연서로27길 26 1층
,김밥천국,한식,023089937,"서울 은평구 증산로 1층 101호 상가 （신사동, 신현아파트）"
,김밥천국,한식,023037355,서울 은평구 가좌로7길 20 1층
,김밥천국,한식,023827006,"서울 은평구 연서로 270-1, 1층 （불광동）"
,김밥천국카페,한식,023040711,"서울 은평구 증산로9길 11, 102호 （증산동, 문영마운틴아파트）"
,김촌장,한식,0703579333,서울 은평구 역말로 105 1층 （역촌동）
,꼬치닭,일반대중음식,023538740,서울 은평구 불광로 125 1층
,꿀맛분식,한식,023566009,"서울 은평구 갈현로33길 18, 1층 （갈현동）"
,나눌베이커리,제과점,023735553,"서울 은평구 백련산로 173, 1층 103호 （응암동, 서안에이스아파트）"
,다리원,중식,023577592,"서울 은평구 연서로20길 5, 1층 （대조동）"
,다복떡집,농가공산품,023875992,서울 은평구 연서로17길 18 1층 （갈현동）
,다복떡집,제과점,023862452,서울 은평구 역촌2동 78-33번지 1층
,단미에스테틱,한식,023592600,"서울 은평구 응암로22길 41, 1층 （응암동）"
,달려라 달봉이 은평점,한식,0231528009,서울 은평구 응암로21길 9 1층 좌측
,더조은반찬,식품잡화,023578290,서울 은평구 갈현로1길 13 1층
,동네부엌,식품잡화,023589938,서울 은평구 진관3로 77 916동1층102호
,동해루,중식,023750314,"서울 은평구 은평터널로 64, 대림한숲타운아파트 104호（1층4호） （수색동）"
,동화장,중식,023021123,"서울 은평구 은평로 4, 2층 （신사동）"
,둥이네 떡볶이&김밥,일반대중음식,023037608,"서울 은평구 증산서길 131, 1층 102호 （증산동）"
,뚜레쥬르,제과점,0211121111,"서울 은평구 갈현로 81 1층 일부（역촌동,그린빌당）"
,뚜레쥬르,제과점,023594323,서울 은평구 불광3동 310-35번지 1층
,뚜레쥬르 갈현시장점,제과점,023551455,"서울 은평구 통일로87길 18, 1층 （갈현동）"
,뚜레쥬르 불광 현대점,제과점,023520555,서울 은평구 불광로 60 106호
,뚜레쥬르 은평구청점,제과점,023893301,서울 은평구 은평로 197 1층
,뚜레쥬르불광아울렛점（2）,제과점,023507710,"서울 은평구 불광로 20, 지하2층 아울렛킴스클럽불광점 TB 20001 （대조동）"
,뚜레쥬르은평뉴타운점,제과점,023898484,"서울 은평구 진관4로 37, 상림마을상가 801-107 （진관동）"
,띠에르노과자점,제과점,023038503,"서울 은평구 은평터널로 62, 1층 （수색동）"
,락궁,중식,023045830,서울 은평구 증산서길 68 1층
,락궁,중식,023552233,서울 은평구 연서로41길 1 1층
,마뜨아밈,일반대중음식,0238820065,서울 은평구 갈현로33길 15 1층
,마리김밥,한식,023820052,서울 은평구 통일로 863-4 1층 （갈현동）
,만나만두,일반대중음식,023872001,"서울 은평구 연서로 292, 103호 （불광동）"
,만나분식,한식,023882024,서울 은평구 서오릉로10길 21 （대조동）
,만리장성,중식,023537377,서울 은평구 갈현로33가길 28 （갈현동）
,만진루,중식,023598209,"서울 은평구 응암로 307-1, 외1필지 1층 （응암동）"
,맛있는반찬,식품류제조업,023723787,서울 은평구 증산로 305 （증산동）
,모두와 돈까스,일반대중음식,023893855,"서울 은평구 은평로 197-1, 1층 （녹번동）"
,미가분식,한식,023585566,"서울 은평구 갈현로 62, 1층 우측 （역촌동）"
,반찬백화점,식품잡화,023838147,서울 은평구 응암로22길 5-4 （응암동）
,밥과 간식,한식,023062447,"서울 은평구 갈현로 55-1, 1층 （역촌동）"
,밥맛나는 세상 응암역점,한식,023020737,"서울 은평구 은평로 64, 1층 （신사동）"
,밥맛나는세상 구신사거리점,한식,022341111,서울 은평구 서오릉로 196 109호
,베이커리 카페몽소,제과점,0260122323,"서울 은평구 증산로 403-1, 1층 （신사동, 복지빌딩）"
,별일이네김밥과스파게티,한식,023564004,"서울 은평구 진관2로 90, 320 （진관동, 은평뉴타운마고정）"
,본시루,식품류제조업,023852555,"서울 은평구 연서로3길 41, 1층 （역촌동）"
,본죽,한식,023896288,"서울 은평구 갈현로 85, 1층 （역촌동）"
,봉구스 밥버거,한식,023029321,서울 은평구 은평터널로 148 1층
,봉구스 밥버거,한식,023029321,서울 은평구 은평터널로 148 1층
,북경,중식,023527723,"서울 은평구 은평로 205-7 1,2층"
,북경,중식,023753759,"서울 은평구 은평터널로 44, 1층 （수색동）"
,북경,중식,023867505,"서울 은평구 역말로 24, 1층 （역촌동）"
,북경반점,중식,023555757,서울 은평구 서오릉로 60-1 1층 102호 （녹번동）
,불타는형제들,일반대중음식,023048885,"서울 은평구 증산서길 152, 1층 （증산동）"
,브레드82,제과점,023566882,"서울 은평구 은평로3길 21,1층 101호（역촌동,엘림아너스빌상가）"
,빵이야기,제과점,0226368822,"서울 은평구 통일로77길 17, 102 （대조동）"
,삼번가돈가스,한식,023025482,서울 은평구 증산로21가길 1 1층 （신사동）
,상미김밥,한식,023071140,"서울 은평구 응암로4길 18-26, 1층 （응암동）"
,서향원,중식,023553667,서울 은평구 역촌2동 45-15
,소문난153김밥,한식,023022214,서울 은평구 증산서길 88 （증산동）
,소풍,한식,0232731237,"서울 은평구 증산서길 64-8, 1층 좌측호 （증산동, 삼봉빌딩）"
,송베이커리,제과점,023521527,서울 은평구 갈현2동 361
,수제돈까스&국수,양식,023035439,"서울 은평구 응암로22길 9, 1층 （응암동）"
,순수식탁,식품잡화,021011111,"서울 은평구 연서로 124-1, 지하1층 （역촌동）"
,신나는푸드,일반대중음식,023077793,서울 은평구 가좌로11길 18 （신사동）
,신사오거리파리바게뜨-배송비,제과점,023593284,서울 은평구 신사1동 2-17번지 1층
,썬메일 베이커리 카페,제과점,0211131111,서울 은평구 백련산로 151 1층
,쓰담쓰담,한식,07073547165,"서울 은평구 연서로3가길 2, 1층 （역촌동）"
,아비앙또베이커리,제과점,023593217,서울 은평구 불광3동 89-1 1층
,압구정우동,한식,07075541307,서울 은평구 역말로 53 （역촌동）
,엄마분식,한식,023853375,서울 은평구 연서로3길 43 1층
,연희김밥 은평구청점,한식,023878881,서울 은평구 은평로 193 107호
,옛날칼국수 손만두,한식,023021035,"서울 은평구 가좌로 275 （신사동,1층）"
,오늘은 떡볶이,일반대중음식,0211131111,서울 은평구 갈현로33길 14 지하1층 （가운데 한칸）
,오렌지김밥,한식,023859966,"서울 은평구 서오릉로 201, 1층 （구산동）"
,오아저씨철판,일반대중음식,0211121111,서울 은평구 갈현로33길 5 101호
,옥문,중식,023878800,"서울 은평구 통일로87길 21, 2층 （갈현동）"
,옥이떡볶이,한식,021001111,서울 은평구 연서로34길 16 1층좌측
,왕돈가스 왕냉면,일반대중음식,023884883,서울 은평구 연서로41길 5 1층 （불광동）
,왕돈까스왕냉면,한식,023091133,서울 은평구 응암로 227 1층
,왕순이주먹밥 김밥,한식,023588866,서울 은평구 연서로27길 36 （갈현동）
,우리떡방앗간,제과점,023883456,"서울 은평구 연서로34길 17, 2호 （불광동）"
,유진,중식,023582229,서울 은평구 갈현로 123 1층
,유진,중식,023527252,서울 은평구 갈현로 219 （갈현동）
